policy,case_id,kind,split,condition,task_index,layout,endpoint,steps
native,Sx_09_44_camera,S,test,camera,9,Sx_09_44,True,160
best,Sx_09_44_camera,S,test,camera,9,Sx_09_44,True,200
stage2_best,Sx_09_44_camera,S,test,camera,9,Sx_09_44,True,165
native,Sx_09_44_lighting,S,test,lighting,9,Sx_09_44,True,165
best,Sx_09_44_lighting,S,test,lighting,9,Sx_09_44,True,175
stage2_best,Sx_09_44_lighting,S,test,lighting,9,Sx_09_44,True,155
native,Sx_09_44_combined,S,test,combined,9,Sx_09_44,True,155
best,Sx_09_44_combined,S,test,combined,9,Sx_09_44,True,175
stage2_best,Sx_09_44_combined,S,test,combined,9,Sx_09_44,True,195
native,Sx_14_22_normal,S,train,normal,14,Sx_14_22,True,90
best,Sx_14_22_normal,S,train,normal,14,Sx_14_22,True,90
stage2_best,Sx_14_22_normal,S,train,normal,14,Sx_14_22,True,90
native,Sx_14_22_camera,S,train,camera,14,Sx_14_22,True,80
best,Sx_14_22_camera,S,train,camera,14,Sx_14_22,True,90
stage2_best,Sx_14_22_camera,S,train,camera,14,Sx_14_22,True,85
native,Sx_14_22_lighting,S,train,lighting,14,Sx_14_22,True,90
best,Sx_14_22_lighting,S,train,lighting,14,Sx_14_22,True,90
stage2_best,Sx_14_22_lighting,S,train,lighting,14,Sx_14_22,True,90
native,Sx_14_22_combined,S,train,combined,14,Sx_14_22,True,70
best,Sx_14_22_combined,S,train,combined,14,Sx_14_22,True,90
stage2_best,Sx_14_22_combined,S,train,combined,14,Sx_14_22,True,85
native,Sx_14_26_normal,S,train,normal,14,Sx_14_26,True,85
best,Sx_14_26_normal,S,train,normal,14,Sx_14_26,True,180
stage2_best,Sx_14_26_normal,S,train,normal,14,Sx_14_26,True,90
native,Sx_14_26_camera,S,train,camera,14,Sx_14_26,True,85
best,Sx_14_26_camera,S,train,camera,14,Sx_14_26,True,95
stage2_best,Sx_14_26_camera,S,train,camera,14,Sx_14_26,True,95
native,Sx_14_26_lighting,S,train,lighting,14,Sx_14_26,True,85
best,Sx_14_26_lighting,S,train,lighting,14,Sx_14_26,True,95
stage2_best,Sx_14_26_lighting,S,train,lighting,14,Sx_14_26,True,135
native,Sx_14_26_combined,S,train,combined,14,Sx_14_26,True,85
best,Sx_14_26_combined,S,train,combined,14,Sx_14_26,True,95
stage2_best,Sx_14_26_combined,S,train,combined,14,Sx_14_26,True,95
native,Sx_14_34_normal,S,train,normal,14,Sx_14_34,True,80
best,Sx_14_34_normal,S,train,normal,14,Sx_14_34,True,85
stage2_best,Sx_14_34_normal,S,train,normal,14,Sx_14_34,True,90
native,Sx_14_34_camera,S,train,camera,14,Sx_14_34,True,75
best,Sx_14_34_camera,S,train,camera,14,Sx_14_34,True,80
stage2_best,Sx_14_34_camera,S,train,camera,14,Sx_14_34,True,80
native,Sx_14_34_lighting,S,train,lighting,14,Sx_14_34,True,80
best,Sx_14_34_lighting,S,train,lighting,14,Sx_14_34,True,85
stage2_best,Sx_14_34_lighting,S,train,lighting,14,Sx_14_34,True,90
native,Sx_14_34_combined,S,train,combined,14,Sx_14_34,True,80
best,Sx_14_34_combined,S,train,combined,14,Sx_14_34,True,80
stage2_best,Sx_14_34_combined,S,train,combined,14,Sx_14_34,True,80
native,Sx_14_44_normal,S,train,normal,14,Sx_14_44,True,85
best,Sx_14_44_normal,S,train,normal,14,Sx_14_44,True,125
stage2_best,Sx_14_44_normal,S,train,normal,14,Sx_14_44,True,95
native,Sx_14_44_camera,S,train,camera,14,Sx_14_44,True,90
best,Sx_14_44_camera,S,train,camera,14,Sx_14_44,True,90
stage2_best,Sx_14_44_camera,S,train,camera,14,Sx_14_44,True,95
native,Sx_14_44_lighting,S,train,lighting,14,Sx_14_44,True,80
best,Sx_14_44_lighting,S,train,lighting,14,Sx_14_44,True,95
stage2_best,Sx_14_44_lighting,S,train,lighting,14,Sx_14_44,True,185
native,Sx_14_44_combined,S,train,combined,14,Sx_14_44,True,90
best,Sx_14_44_combined,S,train,combined,14,Sx_14_44,True,95
stage2_best,Sx_14_44_combined,S,train,combined,14,Sx_14_44,True,90
native,Sx_19_22_normal,S,train,normal,19,Sx_19_22,True,80
best,Sx_19_22_normal,S,train,normal,19,Sx_19_22,True,80
stage2_best,Sx_19_22_normal,S,train,normal,19,Sx_19_22,True,75
native,Sx_19_22_camera,S,train,camera,19,Sx_19_22,True,95
best,Sx_19_22_camera,S,train,camera,19,Sx_19_22,True,100
stage2_best,Sx_19_22_camera,S,train,camera,19,Sx_19_22,True,85
native,Sx_19_22_lighting,S,train,lighting,19,Sx_19_22,True,85
best,Sx_19_22_lighting,S,train,lighting,19,Sx_19_22,True,80
stage2_best,Sx_19_22_lighting,S,train,lighting,19,Sx_19_22,True,75
native,Sx_19_22_combined,S,train,combined,19,Sx_19_22,True,95
best,Sx_19_22_combined,S,train,combined,19,Sx_19_22,True,100
stage2_best,Sx_19_22_combined,S,train,combined,19,Sx_19_22,True,90
native,Sx_19_26_normal,S,train,normal,19,Sx_19_26,True,80
best,Sx_19_26_normal,S,train,normal,19,Sx_19_26,True,85
stage2_best,Sx_19_26_normal,S,train,normal,19,Sx_19_26,True,90
native,Sx_19_26_camera,S,train,camera,19,Sx_19_26,True,75
best,Sx_19_26_camera,S,train,camera,19,Sx_19_26,True,100
stage2_best,Sx_19_26_camera,S,train,camera,19,Sx_19_26,True,95
native,Sx_19_26_lighting,S,train,lighting,19,Sx_19_26,True,80
best,Sx_19_26_lighting,S,train,lighting,19,Sx_19_26,True,85
stage2_best,Sx_19_26_lighting,S,train,lighting,19,Sx_19_26,True,140
native,Sx_19_26_combined,S,train,combined,19,Sx_19_26,True,75
best,Sx_19_26_combined,S,train,combined,19,Sx_19_26,True,100
stage2_best,Sx_19_26_combined,S,train,combined,19,Sx_19_26,True,90
native,Sx_19_34_normal,S,train,normal,19,Sx_19_34,True,70
best,Sx_19_34_normal,S,train,normal,19,Sx_19_34,True,80
stage2_best,Sx_19_34_normal,S,train,normal,19,Sx_19_34,True,80
native,Sx_19_34_camera,S,train,camera,19,Sx_19_34,True,80
best,Sx_19_34_camera,S,train,camera,19,Sx_19_34,True,75
stage2_best,Sx_19_34_camera,S,train,camera,19,Sx_19_34,True,75
native,Sx_19_34_lighting,S,train,lighting,19,Sx_19_34,True,70
best,Sx_19_34_lighting,S,train,lighting,19,Sx_19_34,True,80
stage2_best,Sx_19_34_lighting,S,train,lighting,19,Sx_19_34,True,75
native,Sx_19_34_combined,S,train,combined,19,Sx_19_34,True,80
best,Sx_19_34_combined,S,train,combined,19,Sx_19_34,True,80
stage2_best,Sx_19_34_combined,S,train,combined,19,Sx_19_34,True,80
native,Sx_19_44_normal,S,train,normal,19,Sx_19_44,True,75
best,Sx_19_44_normal,S,train,normal,19,Sx_19_44,True,80
stage2_best,Sx_19_44_normal,S,train,normal,19,Sx_19_44,True,95
native,Sx_19_44_camera,S,train,camera,19,Sx_19_44,True,65
best,Sx_19_44_camera,S,train,camera,19,Sx_19_44,True,75
stage2_best,Sx_19_44_camera,S,train,camera,19,Sx_19_44,True,65
native,Sx_19_44_lighting,S,train,lighting,19,Sx_19_44,True,75
best,Sx_19_44_lighting,S,train,lighting,19,Sx_19_44,True,80
stage2_best,Sx_19_44_lighting,S,train,lighting,19,Sx_19_44,True,90
native,Sx_19_44_combined,S,train,combined,19,Sx_19_44,True,65
best,Sx_19_44_combined,S,train,combined,19,Sx_19_44,True,75
stage2_best,Sx_19_44_combined,S,train,combined,19,Sx_19_44,True,70
native,Sx_24_22_normal,S,validation,normal,24,Sx_24_22,True,170
best,Sx_24_22_normal,S,validation,normal,24,Sx_24_22,True,125
stage2_best,Sx_24_22_normal,S,validation,normal,24,Sx_24_22,True,135
native,Sx_24_22_camera,S,validation,camera,24,Sx_24_22,True,295
best,Sx_24_22_camera,S,validation,camera,24,Sx_24_22,True,160
stage2_best,Sx_24_22_camera,S,validation,camera,24,Sx_24_22,True,245
native,Sx_24_22_lighting,S,validation,lighting,24,Sx_24_22,True,175
best,Sx_24_22_lighting,S,validation,lighting,24,Sx_24_22,True,135
stage2_best,Sx_24_22_lighting,S,validation,lighting,24,Sx_24_22,True,135
native,Sx_24_22_combined,S,validation,combined,24,Sx_24_22,False,300
best,Sx_24_22_combined,S,validation,combined,24,Sx_24_22,True,170
stage2_best,Sx_24_22_combined,S,validation,combined,24,Sx_24_22,True,170
native,Sx_24_26_normal,S,validation,normal,24,Sx_24_26,True,130
best,Sx_24_26_normal,S,validation,normal,24,Sx_24_26,True,150
stage2_best,Sx_24_26_normal,S,validation,normal,24,Sx_24_26,True,175
native,Sx_24_26_camera,S,validation,camera,24,Sx_24_26,False,300
best,Sx_24_26_camera,S,validation,camera,24,Sx_24_26,True,210
stage2_best,Sx_24_26_camera,S,validation,camera,24,Sx_24_26,False,300
native,Sx_24_26_lighting,S,validation,lighting,24,Sx_24_26,True,225
best,Sx_24_26_lighting,S,validation,lighting,24,Sx_24_26,True,135
stage2_best,Sx_24_26_lighting,S,validation,lighting,24,Sx_24_26,True,155
native,Sx_24_26_combined,S,validation,combined,24,Sx_24_26,False,300
best,Sx_24_26_combined,S,validation,combined,24,Sx_24_26,True,135
stage2_best,Sx_24_26_combined,S,validation,combined,24,Sx_24_26,True,150
native,Sx_24_34_normal,S,validation,normal,24,Sx_24_34,True,145
best,Sx_24_34_normal,S,validation,normal,24,Sx_24_34,True,125
stage2_best,Sx_24_34_normal,S,validation,normal,24,Sx_24_34,True,125
native,Sx_24_34_camera,S,validation,camera,24,Sx_24_34,True,155
best,Sx_24_34_camera,S,validation,camera,24,Sx_24_34,True,200
stage2_best,Sx_24_34_camera,S,validation,camera,24,Sx_24_34,True,165
native,Sx_24_34_lighting,S,validation,lighting,24,Sx_24_34,True,120
best,Sx_24_34_lighting,S,validation,lighting,24,Sx_24_34,True,155
stage2_best,Sx_24_34_lighting,S,validation,lighting,24,Sx_24_34,True,125
native,Sx_24_34_combined,S,validation,combined,24,Sx_24_34,True,205
best,Sx_24_34_combined,S,validation,combined,24,Sx_24_34,True,230
stage2_best,Sx_24_34_combined,S,validation,combined,24,Sx_24_34,True,145
native,Sx_24_44_normal,S,validation,normal,24,Sx_24_44,True,110
best,Sx_24_44_normal,S,validation,normal,24,Sx_24_44,True,130
stage2_best,Sx_24_44_normal,S,validation,normal,24,Sx_24_44,True,130
native,Sx_24_44_camera,S,validation,camera,24,Sx_24_44,True,130
best,Sx_24_44_camera,S,validation,camera,24,Sx_24_44,True,140
stage2_best,Sx_24_44_camera,S,validation,camera,24,Sx_24_44,True,140
native,Sx_24_44_lighting,S,validation,lighting,24,Sx_24_44,True,115
best,Sx_24_44_lighting,S,validation,lighting,24,Sx_24_44,True,130
stage2_best,Sx_24_44_lighting,S,validation,lighting,24,Sx_24_44,True,130
native,Sx_24_44_combined,S,validation,combined,24,Sx_24_44,True,130
best,Sx_24_44_combined,S,validation,combined,24,Sx_24_44,True,140
stage2_best,Sx_24_44_combined,S,validation,combined,24,Sx_24_44,True,130
native,Sx_29_22_normal,S,train,normal,29,Sx_29_22,True,120
best,Sx_29_22_normal,S,train,normal,29,Sx_29_22,True,180
stage2_best,Sx_29_22_normal,S,train,normal,29,Sx_29_22,True,135
native,Sx_29_22_camera,S,train,camera,29,Sx_29_22,True,210
best,Sx_29_22_camera,S,train,camera,29,Sx_29_22,True,165
stage2_best,Sx_29_22_camera,S,train,camera,29,Sx_29_22,True,260
native,Sx_29_22_lighting,S,train,lighting,29,Sx_29_22,True,115
best,Sx_29_22_lighting,S,train,lighting,29,Sx_29_22,True,205
stage2_best,Sx_29_22_lighting,S,train,lighting,29,Sx_29_22,True,135
native,Sx_29_22_combined,S,train,combined,29,Sx_29_22,False,300
best,Sx_29_22_combined,S,train,combined,29,Sx_29_22,True,175
stage2_best,Sx_29_22_combined,S,train,combined,29,Sx_29_22,True,165
native,Sx_29_26_normal,S,train,normal,29,Sx_29_26,True,115
best,Sx_29_26_normal,S,train,normal,29,Sx_29_26,True,120
stage2_best,Sx_29_26_normal,S,train,normal,29,Sx_29_26,True,140
native,Sx_29_26_camera,S,train,camera,29,Sx_29_26,True,115
best,Sx_29_26_camera,S,train,camera,29,Sx_29_26,True,120
stage2_best,Sx_29_26_camera,S,train,camera,29,Sx_29_26,True,130
native,Sx_29_26_lighting,S,train,lighting,29,Sx_29_26,True,125
best,Sx_29_26_lighting,S,train,lighting,29,Sx_29_26,True,110
stage2_best,Sx_29_26_lighting,S,train,lighting,29,Sx_29_26,True,130
native,Sx_29_26_combined,S,train,combined,29,Sx_29_26,True,130
best,Sx_29_26_combined,S,train,combined,29,Sx_29_26,True,120
stage2_best,Sx_29_26_combined,S,train,combined,29,Sx_29_26,True,125
native,Sx_29_34_normal,S,train,normal,29,Sx_29_34,True,265
best,Sx_29_34_normal,S,train,normal,29,Sx_29_34,True,120
stage2_best,Sx_29_34_normal,S,train,normal,29,Sx_29_34,True,120
native,Sx_29_34_camera,S,train,camera,29,Sx_29_34,True,130
best,Sx_29_34_camera,S,train,camera,29,Sx_29_34,True,125
stage2_best,Sx_29_34_camera,S,train,camera,29,Sx_29_34,True,130
native,Sx_29_34_lighting,S,train,lighting,29,Sx_29_34,True,215
best,Sx_29_34_lighting,S,train,lighting,29,Sx_29_34,True,120
stage2_best,Sx_29_34_lighting,S,train,lighting,29,Sx_29_34,True,145
native,Sx_29_34_combined,S,train,combined,29,Sx_29_34,True,130
best,Sx_29_34_combined,S,train,combined,29,Sx_29_34,True,120
stage2_best,Sx_29_34_combined,S,train,combined,29,Sx_29_34,True,130
native,Sx_29_44_normal,S,train,normal,29,Sx_29_44,True,125
best,Sx_29_44_normal,S,train,normal,29,Sx_29_44,True,120
stage2_best,Sx_29_44_normal,S,train,normal,29,Sx_29_44,True,145
native,Sx_29_44_camera,S,train,camera,29,Sx_29_44,True,125
best,Sx_29_44_camera,S,train,camera,29,Sx_29_44,True,135
stage2_best,Sx_29_44_camera,S,train,camera,29,Sx_29_44,True,125
native,Sx_29_44_lighting,S,train,lighting,29,Sx_29_44,True,125
best,Sx_29_44_lighting,S,train,lighting,29,Sx_29_44,True,120
stage2_best,Sx_29_44_lighting,S,train,lighting,29,Sx_29_44,True,125
native,Sx_29_44_combined,S,train,combined,29,Sx_29_44,True,165
best,Sx_29_44_combined,S,train,combined,29,Sx_29_44,True,135
stage2_best,Sx_29_44_combined,S,train,combined,29,Sx_29_44,True,125
native,Sx_34_22_normal,S,train,normal,34,Sx_34_22,True,90
best,Sx_34_22_normal,S,train,normal,34,Sx_34_22,True,95
stage2_best,Sx_34_22_normal,S,train,normal,34,Sx_34_22,True,100
native,Sx_34_22_camera,S,train,camera,34,Sx_34_22,True,90
best,Sx_34_22_camera,S,train,camera,34,Sx_34_22,True,90
stage2_best,Sx_34_22_camera,S,train,camera,34,Sx_34_22,True,90
native,Sx_34_22_lighting,S,train,lighting,34,Sx_34_22,True,90
best,Sx_34_22_lighting,S,train,lighting,34,Sx_34_22,True,95
stage2_best,Sx_34_22_lighting,S,train,lighting,34,Sx_34_22,True,100
native,Sx_34_22_combined,S,train,combined,34,Sx_34_22,True,85
best,Sx_34_22_combined,S,train,combined,34,Sx_34_22,True,90
stage2_best,Sx_34_22_combined,S,train,combined,34,Sx_34_22,True,90
native,Sx_34_26_normal,S,train,normal,34,Sx_34_26,True,90
best,Sx_34_26_normal,S,train,normal,34,Sx_34_26,True,115
stage2_best,Sx_34_26_normal,S,train,normal,34,Sx_34_26,True,115
native,Sx_34_26_camera,S,train,camera,34,Sx_34_26,True,150
best,Sx_34_26_camera,S,train,camera,34,Sx_34_26,True,100
stage2_best,Sx_34_26_camera,S,train,camera,34,Sx_34_26,True,95
native,Sx_34_26_lighting,S,train,lighting,34,Sx_34_26,True,90
best,Sx_34_26_lighting,S,train,lighting,34,Sx_34_26,True,115
stage2_best,Sx_34_26_lighting,S,train,lighting,34,Sx_34_26,True,105
native,Sx_34_26_combined,S,train,combined,34,Sx_34_26,True,175
best,Sx_34_26_combined,S,train,combined,34,Sx_34_26,True,100
stage2_best,Sx_34_26_combined,S,train,combined,34,Sx_34_26,True,100
native,Sx_34_34_normal,S,train,normal,34,Sx_34_34,True,90
best,Sx_34_34_normal,S,train,normal,34,Sx_34_34,True,100
stage2_best,Sx_34_34_normal,S,train,normal,34,Sx_34_34,True,100
native,Sx_34_34_camera,S,train,camera,34,Sx_34_34,True,90
best,Sx_34_34_camera,S,train,camera,34,Sx_34_34,True,95
stage2_best,Sx_34_34_camera,S,train,camera,34,Sx_34_34,True,95
native,Sx_34_34_lighting,S,train,lighting,34,Sx_34_34,True,90
best,Sx_34_34_lighting,S,train,lighting,34,Sx_34_34,True,115
stage2_best,Sx_34_34_lighting,S,train,lighting,34,Sx_34_34,True,100
native,Sx_34_34_combined,S,train,combined,34,Sx_34_34,True,90
best,Sx_34_34_combined,S,train,combined,34,Sx_34_34,False,300
stage2_best,Sx_34_34_combined,S,train,combined,34,Sx_34_34,True,95
native,Sx_34_44_normal,S,train,normal,34,Sx_34_44,True,140
best,Sx_34_44_normal,S,train,normal,34,Sx_34_44,True,100
stage2_best,Sx_34_44_normal,S,train,normal,34,Sx_34_44,True,100
native,Sx_34_44_camera,S,train,camera,34,Sx_34_44,True,100
best,Sx_34_44_camera,S,train,camera,34,Sx_34_44,True,185
stage2_best,Sx_34_44_camera,S,train,camera,34,Sx_34_44,True,175
native,Sx_34_44_lighting,S,train,lighting,34,Sx_34_44,True,120
best,Sx_34_44_lighting,S,train,lighting,34,Sx_34_44,True,100
stage2_best,Sx_34_44_lighting,S,train,lighting,34,Sx_34_44,True,100
native,Sx_34_44_combined,S,train,combined,34,Sx_34_44,True,110
best,Sx_34_44_combined,S,train,combined,34,Sx_34_44,True,170
stage2_best,Sx_34_44_combined,S,train,combined,34,Sx_34_44,True,115
native,Sx_39_22_normal,S,train,normal,39,Sx_39_22,True,120
best,Sx_39_22_normal,S,train,normal,39,Sx_39_22,True,130
stage2_best,Sx_39_22_normal,S,train,normal,39,Sx_39_22,True,140
native,Sx_39_22_camera,S,train,camera,39,Sx_39_22,True,120
best,Sx_39_22_camera,S,train,camera,39,Sx_39_22,True,135
stage2_best,Sx_39_22_camera,S,train,camera,39,Sx_39_22,True,125
native,Sx_39_22_lighting,S,train,lighting,39,Sx_39_22,True,120
best,Sx_39_22_lighting,S,train,lighting,39,Sx_39_22,True,130
stage2_best,Sx_39_22_lighting,S,train,lighting,39,Sx_39_22,True,130
native,Sx_39_22_combined,S,train,combined,39,Sx_39_22,True,125
best,Sx_39_22_combined,S,train,combined,39,Sx_39_22,True,240
stage2_best,Sx_39_22_combined,S,train,combined,39,Sx_39_22,True,130
native,Sx_39_26_normal,S,train,normal,39,Sx_39_26,True,120
best,Sx_39_26_normal,S,train,normal,39,Sx_39_26,True,125
stage2_best,Sx_39_26_normal,S,train,normal,39,Sx_39_26,True,130
native,Sx_39_26_camera,S,train,camera,39,Sx_39_26,True,125
best,Sx_39_26_camera,S,train,camera,39,Sx_39_26,True,115
stage2_best,Sx_39_26_camera,S,train,camera,39,Sx_39_26,True,115
native,Sx_39_26_lighting,S,train,lighting,39,Sx_39_26,True,120
best,Sx_39_26_lighting,S,train,lighting,39,Sx_39_26,True,125
stage2_best,Sx_39_26_lighting,S,train,lighting,39,Sx_39_26,True,120
native,Sx_39_26_combined,S,train,combined,39,Sx_39_26,True,115
best,Sx_39_26_combined,S,train,combined,39,Sx_39_26,True,115
stage2_best,Sx_39_26_combined,S,train,combined,39,Sx_39_26,True,125
native,Sx_39_34_normal,S,train,normal,39,Sx_39_34,True,115
best,Sx_39_34_normal,S,train,normal,39,Sx_39_34,True,120
stage2_best,Sx_39_34_normal,S,train,normal,39,Sx_39_34,True,115
native,Sx_39_34_camera,S,train,camera,39,Sx_39_34,True,120
best,Sx_39_34_camera,S,train,camera,39,Sx_39_34,True,125
stage2_best,Sx_39_34_camera,S,train,camera,39,Sx_39_34,True,115
native,Sx_39_34_lighting,S,train,lighting,39,Sx_39_34,True,125
best,Sx_39_34_lighting,S,train,lighting,39,Sx_39_34,True,125
stage2_best,Sx_39_34_lighting,S,train,lighting,39,Sx_39_34,True,115
native,Sx_39_34_combined,S,train,combined,39,Sx_39_34,True,115
best,Sx_39_34_combined,S,train,combined,39,Sx_39_34,True,130
stage2_best,Sx_39_34_combined,S,train,combined,39,Sx_39_34,True,120
native,Sx_39_44_normal,S,train,normal,39,Sx_39_44,True,115
best,Sx_39_44_normal,S,train,normal,39,Sx_39_44,True,130
stage2_best,Sx_39_44_normal,S,train,normal,39,Sx_39_44,True,140
native,Sx_39_44_camera,S,train,camera,39,Sx_39_44,True,125
best,Sx_39_44_camera,S,train,camera,39,Sx_39_44,True,125
stage2_best,Sx_39_44_camera,S,train,camera,39,Sx_39_44,True,140
native,Sx_39_44_lighting,S,train,lighting,39,Sx_39_44,True,125
best,Sx_39_44_lighting,S,train,lighting,39,Sx_39_44,True,135
stage2_best,Sx_39_44_lighting,S,train,lighting,39,Sx_39_44,True,140
native,Sx_39_44_combined,S,train,combined,39,Sx_39_44,True,125
best,Sx_39_44_combined,S,train,combined,39,Sx_39_44,True,170
stage2_best,Sx_39_44_combined,S,train,combined,39,Sx_39_44,True,175
