policy,case_id,kind,split,condition,task_index,layout,endpoint,steps
native,Sx_06_34_normal,S,validation,normal,6,Sx_06_34,True,260
best,Sx_06_34_normal,S,validation,normal,6,Sx_06_34,True,250
stage2_best,Sx_06_34_normal,S,validation,normal,6,Sx_06_34,True,275
native,Sx_06_34_camera,S,validation,camera,6,Sx_06_34,True,295
best,Sx_06_34_camera,S,validation,camera,6,Sx_06_34,True,415
stage2_best,Sx_06_34_camera,S,validation,camera,6,Sx_06_34,False,500
native,Sx_06_34_lighting,S,validation,lighting,6,Sx_06_34,True,265
best,Sx_06_34_lighting,S,validation,lighting,6,Sx_06_34,True,260
stage2_best,Sx_06_34_lighting,S,validation,lighting,6,Sx_06_34,True,280
native,Sx_06_34_combined,S,validation,combined,6,Sx_06_34,True,445
best,Sx_06_34_combined,S,validation,combined,6,Sx_06_34,True,260
stage2_best,Sx_06_34_combined,S,validation,combined,6,Sx_06_34,False,500
native,Sx_06_44_normal,S,validation,normal,6,Sx_06_44,True,250
best,Sx_06_44_normal,S,validation,normal,6,Sx_06_44,True,265
stage2_best,Sx_06_44_normal,S,validation,normal,6,Sx_06_44,True,295
native,Sx_06_44_camera,S,validation,camera,6,Sx_06_44,True,305
best,Sx_06_44_camera,S,validation,camera,6,Sx_06_44,True,260
stage2_best,Sx_06_44_camera,S,validation,camera,6,Sx_06_44,True,250
native,Sx_06_44_lighting,S,validation,lighting,6,Sx_06_44,True,260
best,Sx_06_44_lighting,S,validation,lighting,6,Sx_06_44,True,260
stage2_best,Sx_06_44_lighting,S,validation,lighting,6,Sx_06_44,True,265
native,Sx_06_44_combined,S,validation,combined,6,Sx_06_44,True,305
best,Sx_06_44_combined,S,validation,combined,6,Sx_06_44,True,255
stage2_best,Sx_06_44_combined,S,validation,combined,6,Sx_06_44,True,260
native,Sx_11_22_normal,S,train,normal,11,Sx_11_22,True,190
best,Sx_11_22_normal,S,train,normal,11,Sx_11_22,True,285
stage2_best,Sx_11_22_normal,S,train,normal,11,Sx_11_22,False,300
native,Sx_11_22_camera,S,train,camera,11,Sx_11_22,True,195
best,Sx_11_22_camera,S,train,camera,11,Sx_11_22,False,300
stage2_best,Sx_11_22_camera,S,train,camera,11,Sx_11_22,True,245
native,Sx_11_22_lighting,S,train,lighting,11,Sx_11_22,True,180
best,Sx_11_22_lighting,S,train,lighting,11,Sx_11_22,True,245
stage2_best,Sx_11_22_lighting,S,train,lighting,11,Sx_11_22,False,300
native,Sx_11_22_combined,S,train,combined,11,Sx_11_22,True,215
best,Sx_11_22_combined,S,train,combined,11,Sx_11_22,False,300
stage2_best,Sx_11_22_combined,S,train,combined,11,Sx_11_22,True,230
native,Sx_11_26_normal,S,train,normal,11,Sx_11_26,True,180
best,Sx_11_26_normal,S,train,normal,11,Sx_11_26,True,175
stage2_best,Sx_11_26_normal,S,train,normal,11,Sx_11_26,True,185
native,Sx_11_26_camera,S,train,camera,11,Sx_11_26,False,300
best,Sx_11_26_camera,S,train,camera,11,Sx_11_26,False,300
stage2_best,Sx_11_26_camera,S,train,camera,11,Sx_11_26,False,300
native,Sx_11_26_lighting,S,train,lighting,11,Sx_11_26,True,180
best,Sx_11_26_lighting,S,train,lighting,11,Sx_11_26,True,185
stage2_best,Sx_11_26_lighting,S,train,lighting,11,Sx_11_26,True,260
native,Sx_11_26_combined,S,train,combined,11,Sx_11_26,False,300
best,Sx_11_26_combined,S,train,combined,11,Sx_11_26,False,300
stage2_best,Sx_11_26_combined,S,train,combined,11,Sx_11_26,False,300
native,Sx_11_34_normal,S,train,normal,11,Sx_11_34,True,170
best,Sx_11_34_normal,S,train,normal,11,Sx_11_34,False,300
stage2_best,Sx_11_34_normal,S,train,normal,11,Sx_11_34,True,185
native,Sx_11_34_camera,S,train,camera,11,Sx_11_34,False,300
best,Sx_11_34_camera,S,train,camera,11,Sx_11_34,True,250
stage2_best,Sx_11_34_camera,S,train,camera,11,Sx_11_34,False,300
native,Sx_11_34_lighting,S,train,lighting,11,Sx_11_34,True,170
best,Sx_11_34_lighting,S,train,lighting,11,Sx_11_34,True,195
stage2_best,Sx_11_34_lighting,S,train,lighting,11,Sx_11_34,True,190
native,Sx_11_34_combined,S,train,combined,11,Sx_11_34,False,300
best,Sx_11_34_combined,S,train,combined,11,Sx_11_34,True,200
stage2_best,Sx_11_34_combined,S,train,combined,11,Sx_11_34,True,200
native,Sx_11_44_normal,S,train,normal,11,Sx_11_44,True,175
best,Sx_11_44_normal,S,train,normal,11,Sx_11_44,True,185
stage2_best,Sx_11_44_normal,S,train,normal,11,Sx_11_44,True,185
native,Sx_11_44_camera,S,train,camera,11,Sx_11_44,True,210
best,Sx_11_44_camera,S,train,camera,11,Sx_11_44,True,185
stage2_best,Sx_11_44_camera,S,train,camera,11,Sx_11_44,True,290
native,Sx_11_44_lighting,S,train,lighting,11,Sx_11_44,True,180
best,Sx_11_44_lighting,S,train,lighting,11,Sx_11_44,True,185
stage2_best,Sx_11_44_lighting,S,train,lighting,11,Sx_11_44,True,185
native,Sx_11_44_combined,S,train,combined,11,Sx_11_44,True,200
best,Sx_11_44_combined,S,train,combined,11,Sx_11_44,True,185
stage2_best,Sx_11_44_combined,S,train,combined,11,Sx_11_44,True,190
native,Sx_16_22_normal,S,train,normal,16,Sx_16_22,True,90
best,Sx_16_22_normal,S,train,normal,16,Sx_16_22,True,85
stage2_best,Sx_16_22_normal,S,train,normal,16,Sx_16_22,True,90
native,Sx_16_22_camera,S,train,camera,16,Sx_16_22,True,75
best,Sx_16_22_camera,S,train,camera,16,Sx_16_22,False,300
stage2_best,Sx_16_22_camera,S,train,camera,16,Sx_16_22,True,90
native,Sx_16_22_lighting,S,train,lighting,16,Sx_16_22,True,90
best,Sx_16_22_lighting,S,train,lighting,16,Sx_16_22,True,95
stage2_best,Sx_16_22_lighting,S,train,lighting,16,Sx_16_22,True,85
native,Sx_16_22_combined,S,train,combined,16,Sx_16_22,False,300
best,Sx_16_22_combined,S,train,combined,16,Sx_16_22,False,300
stage2_best,Sx_16_22_combined,S,train,combined,16,Sx_16_22,True,125
native,Sx_16_26_normal,S,train,normal,16,Sx_16_26,True,85
best,Sx_16_26_normal,S,train,normal,16,Sx_16_26,True,85
stage2_best,Sx_16_26_normal,S,train,normal,16,Sx_16_26,True,85
native,Sx_16_26_camera,S,train,camera,16,Sx_16_26,True,175
best,Sx_16_26_camera,S,train,camera,16,Sx_16_26,True,90
stage2_best,Sx_16_26_camera,S,train,camera,16,Sx_16_26,True,95
native,Sx_16_26_lighting,S,train,lighting,16,Sx_16_26,True,90
best,Sx_16_26_lighting,S,train,lighting,16,Sx_16_26,True,85
stage2_best,Sx_16_26_lighting,S,train,lighting,16,Sx_16_26,True,85
native,Sx_16_26_combined,S,train,combined,16,Sx_16_26,True,110
best,Sx_16_26_combined,S,train,combined,16,Sx_16_26,True,90
stage2_best,Sx_16_26_combined,S,train,combined,16,Sx_16_26,True,90
native,Sx_16_34_normal,S,train,normal,16,Sx_16_34,True,95
best,Sx_16_34_normal,S,train,normal,16,Sx_16_34,True,100
stage2_best,Sx_16_34_normal,S,train,normal,16,Sx_16_34,True,100
native,Sx_16_34_camera,S,train,camera,16,Sx_16_34,True,130
best,Sx_16_34_camera,S,train,camera,16,Sx_16_34,True,95
stage2_best,Sx_16_34_camera,S,train,camera,16,Sx_16_34,True,105
native,Sx_16_34_lighting,S,train,lighting,16,Sx_16_34,True,110
best,Sx_16_34_lighting,S,train,lighting,16,Sx_16_34,True,95
stage2_best,Sx_16_34_lighting,S,train,lighting,16,Sx_16_34,True,95
native,Sx_16_34_combined,S,train,combined,16,Sx_16_34,True,135
best,Sx_16_34_combined,S,train,combined,16,Sx_16_34,True,90
stage2_best,Sx_16_34_combined,S,train,combined,16,Sx_16_34,True,105
native,Sx_16_44_normal,S,train,normal,16,Sx_16_44,True,85
best,Sx_16_44_normal,S,train,normal,16,Sx_16_44,True,80
stage2_best,Sx_16_44_normal,S,train,normal,16,Sx_16_44,True,90
native,Sx_16_44_camera,S,train,camera,16,Sx_16_44,False,300
best,Sx_16_44_camera,S,train,camera,16,Sx_16_44,True,115
stage2_best,Sx_16_44_camera,S,train,camera,16,Sx_16_44,True,115
native,Sx_16_44_lighting,S,train,lighting,16,Sx_16_44,True,85
best,Sx_16_44_lighting,S,train,lighting,16,Sx_16_44,True,80
stage2_best,Sx_16_44_lighting,S,train,lighting,16,Sx_16_44,True,95
native,Sx_16_44_combined,S,train,combined,16,Sx_16_44,True,155
best,Sx_16_44_combined,S,train,combined,16,Sx_16_44,True,100
stage2_best,Sx_16_44_combined,S,train,combined,16,Sx_16_44,True,105
native,Sx_21_22_normal,S,train,normal,21,Sx_21_22,True,125
best,Sx_21_22_normal,S,train,normal,21,Sx_21_22,True,115
stage2_best,Sx_21_22_normal,S,train,normal,21,Sx_21_22,True,120
native,Sx_21_22_camera,S,train,camera,21,Sx_21_22,True,280
best,Sx_21_22_camera,S,train,camera,21,Sx_21_22,True,245
stage2_best,Sx_21_22_camera,S,train,camera,21,Sx_21_22,True,270
native,Sx_21_22_lighting,S,train,lighting,21,Sx_21_22,True,125
best,Sx_21_22_lighting,S,train,lighting,21,Sx_21_22,True,120
stage2_best,Sx_21_22_lighting,S,train,lighting,21,Sx_21_22,True,120
native,Sx_21_22_combined,S,train,combined,21,Sx_21_22,True,180
best,Sx_21_22_combined,S,train,combined,21,Sx_21_22,True,285
stage2_best,Sx_21_22_combined,S,train,combined,21,Sx_21_22,True,265
native,Sx_21_26_normal,S,train,normal,21,Sx_21_26,True,110
best,Sx_21_26_normal,S,train,normal,21,Sx_21_26,True,135
stage2_best,Sx_21_26_normal,S,train,normal,21,Sx_21_26,True,145
native,Sx_21_26_camera,S,train,camera,21,Sx_21_26,True,115
best,Sx_21_26_camera,S,train,camera,21,Sx_21_26,True,115
stage2_best,Sx_21_26_camera,S,train,camera,21,Sx_21_26,True,120
native,Sx_21_26_lighting,S,train,lighting,21,Sx_21_26,True,120
best,Sx_21_26_lighting,S,train,lighting,21,Sx_21_26,True,125
stage2_best,Sx_21_26_lighting,S,train,lighting,21,Sx_21_26,True,145
native,Sx_21_26_combined,S,train,combined,21,Sx_21_26,True,115
best,Sx_21_26_combined,S,train,combined,21,Sx_21_26,True,115
stage2_best,Sx_21_26_combined,S,train,combined,21,Sx_21_26,True,125
native,Sx_21_34_normal,S,train,normal,21,Sx_21_34,True,225
best,Sx_21_34_normal,S,train,normal,21,Sx_21_34,True,205
stage2_best,Sx_21_34_normal,S,train,normal,21,Sx_21_34,True,125
native,Sx_21_34_camera,S,train,camera,21,Sx_21_34,True,130
best,Sx_21_34_camera,S,train,camera,21,Sx_21_34,True,135
stage2_best,Sx_21_34_camera,S,train,camera,21,Sx_21_34,True,130
native,Sx_21_34_lighting,S,train,lighting,21,Sx_21_34,True,135
best,Sx_21_34_lighting,S,train,lighting,21,Sx_21_34,True,205
stage2_best,Sx_21_34_lighting,S,train,lighting,21,Sx_21_34,True,175
native,Sx_21_34_combined,S,train,combined,21,Sx_21_34,True,135
best,Sx_21_34_combined,S,train,combined,21,Sx_21_34,True,135
stage2_best,Sx_21_34_combined,S,train,combined,21,Sx_21_34,True,130
native,Sx_21_44_normal,S,train,normal,21,Sx_21_44,True,120
best,Sx_21_44_normal,S,train,normal,21,Sx_21_44,True,125
stage2_best,Sx_21_44_normal,S,train,normal,21,Sx_21_44,True,160
native,Sx_21_44_camera,S,train,camera,21,Sx_21_44,True,235
best,Sx_21_44_camera,S,train,camera,21,Sx_21_44,False,300
stage2_best,Sx_21_44_camera,S,train,camera,21,Sx_21_44,True,260
native,Sx_21_44_lighting,S,train,lighting,21,Sx_21_44,False,300
best,Sx_21_44_lighting,S,train,lighting,21,Sx_21_44,True,205
stage2_best,Sx_21_44_lighting,S,train,lighting,21,Sx_21_44,True,165
native,Sx_21_44_combined,S,train,combined,21,Sx_21_44,True,230
best,Sx_21_44_combined,S,train,combined,21,Sx_21_44,True,135
stage2_best,Sx_21_44_combined,S,train,combined,21,Sx_21_44,True,140
native,Sx_26_22_normal,S,train,normal,26,Sx_26_22,True,120
best,Sx_26_22_normal,S,train,normal,26,Sx_26_22,True,130
stage2_best,Sx_26_22_normal,S,train,normal,26,Sx_26_22,True,125
native,Sx_26_22_camera,S,train,camera,26,Sx_26_22,True,130
best,Sx_26_22_camera,S,train,camera,26,Sx_26_22,True,135
stage2_best,Sx_26_22_camera,S,train,camera,26,Sx_26_22,True,125
native,Sx_26_22_lighting,S,train,lighting,26,Sx_26_22,True,120
best,Sx_26_22_lighting,S,train,lighting,26,Sx_26_22,True,130
stage2_best,Sx_26_22_lighting,S,train,lighting,26,Sx_26_22,True,130
native,Sx_26_22_combined,S,train,combined,26,Sx_26_22,True,125
best,Sx_26_22_combined,S,train,combined,26,Sx_26_22,True,140
stage2_best,Sx_26_22_combined,S,train,combined,26,Sx_26_22,True,135
native,Sx_26_26_normal,S,train,normal,26,Sx_26_26,True,130
best,Sx_26_26_normal,S,train,normal,26,Sx_26_26,True,135
stage2_best,Sx_26_26_normal,S,train,normal,26,Sx_26_26,True,135
native,Sx_26_26_camera,S,train,camera,26,Sx_26_26,True,130
best,Sx_26_26_camera,S,train,camera,26,Sx_26_26,True,135
stage2_best,Sx_26_26_camera,S,train,camera,26,Sx_26_26,True,135
native,Sx_26_26_lighting,S,train,lighting,26,Sx_26_26,True,135
best,Sx_26_26_lighting,S,train,lighting,26,Sx_26_26,True,135
stage2_best,Sx_26_26_lighting,S,train,lighting,26,Sx_26_26,True,135
native,Sx_26_26_combined,S,train,combined,26,Sx_26_26,True,140
best,Sx_26_26_combined,S,train,combined,26,Sx_26_26,True,145
stage2_best,Sx_26_26_combined,S,train,combined,26,Sx_26_26,True,135
native,Sx_26_34_normal,S,train,normal,26,Sx_26_34,True,130
best,Sx_26_34_normal,S,train,normal,26,Sx_26_34,True,125
stage2_best,Sx_26_34_normal,S,train,normal,26,Sx_26_34,True,125
native,Sx_26_34_camera,S,train,camera,26,Sx_26_34,True,130
best,Sx_26_34_camera,S,train,camera,26,Sx_26_34,True,135
stage2_best,Sx_26_34_camera,S,train,camera,26,Sx_26_34,True,215
native,Sx_26_34_lighting,S,train,lighting,26,Sx_26_34,True,120
best,Sx_26_34_lighting,S,train,lighting,26,Sx_26_34,True,125
stage2_best,Sx_26_34_lighting,S,train,lighting,26,Sx_26_34,True,130
native,Sx_26_34_combined,S,train,combined,26,Sx_26_34,True,135
best,Sx_26_34_combined,S,train,combined,26,Sx_26_34,True,135
stage2_best,Sx_26_34_combined,S,train,combined,26,Sx_26_34,False,300
native,Sx_26_44_normal,S,train,normal,26,Sx_26_44,True,125
best,Sx_26_44_normal,S,train,normal,26,Sx_26_44,True,175
stage2_best,Sx_26_44_normal,S,train,normal,26,Sx_26_44,True,125
native,Sx_26_44_camera,S,train,camera,26,Sx_26_44,True,135
best,Sx_26_44_camera,S,train,camera,26,Sx_26_44,True,165
stage2_best,Sx_26_44_camera,S,train,camera,26,Sx_26_44,True,130
native,Sx_26_44_lighting,S,train,lighting,26,Sx_26_44,True,140
best,Sx_26_44_lighting,S,train,lighting,26,Sx_26_44,True,175
stage2_best,Sx_26_44_lighting,S,train,lighting,26,Sx_26_44,True,125
native,Sx_26_44_combined,S,train,combined,26,Sx_26_44,True,170
best,Sx_26_44_combined,S,train,combined,26,Sx_26_44,True,170
stage2_best,Sx_26_44_combined,S,train,combined,26,Sx_26_44,True,135
native,Sx_31_22_normal,S,train,normal,31,Sx_31_22,True,90
best,Sx_31_22_normal,S,train,normal,31,Sx_31_22,True,90
stage2_best,Sx_31_22_normal,S,train,normal,31,Sx_31_22,True,95
native,Sx_31_22_camera,S,train,camera,31,Sx_31_22,True,100
best,Sx_31_22_camera,S,train,camera,31,Sx_31_22,True,95
stage2_best,Sx_31_22_camera,S,train,camera,31,Sx_31_22,True,140
native,Sx_31_22_lighting,S,train,lighting,31,Sx_31_22,True,95
best,Sx_31_22_lighting,S,train,lighting,31,Sx_31_22,True,95
stage2_best,Sx_31_22_lighting,S,train,lighting,31,Sx_31_22,True,95
native,Sx_31_22_combined,S,train,combined,31,Sx_31_22,True,95
best,Sx_31_22_combined,S,train,combined,31,Sx_31_22,True,95
stage2_best,Sx_31_22_combined,S,train,combined,31,Sx_31_22,True,105
native,Sx_31_26_normal,S,train,normal,31,Sx_31_26,True,95
best,Sx_31_26_normal,S,train,normal,31,Sx_31_26,True,90
stage2_best,Sx_31_26_normal,S,train,normal,31,Sx_31_26,True,95
native,Sx_31_26_camera,S,train,camera,31,Sx_31_26,True,95
best,Sx_31_26_camera,S,train,camera,31,Sx_31_26,True,125
stage2_best,Sx_31_26_camera,S,train,camera,31,Sx_31_26,True,105
native,Sx_31_26_lighting,S,train,lighting,31,Sx_31_26,True,100
best,Sx_31_26_lighting,S,train,lighting,31,Sx_31_26,True,105
stage2_best,Sx_31_26_lighting,S,train,lighting,31,Sx_31_26,True,95
native,Sx_31_26_combined,S,train,combined,31,Sx_31_26,True,95
best,Sx_31_26_combined,S,train,combined,31,Sx_31_26,True,120
stage2_best,Sx_31_26_combined,S,train,combined,31,Sx_31_26,True,120
native,Sx_31_34_normal,S,train,normal,31,Sx_31_34,True,90
best,Sx_31_34_normal,S,train,normal,31,Sx_31_34,True,105
stage2_best,Sx_31_34_normal,S,train,normal,31,Sx_31_34,True,125
native,Sx_31_34_camera,S,train,camera,31,Sx_31_34,True,95
best,Sx_31_34_camera,S,train,camera,31,Sx_31_34,True,100
stage2_best,Sx_31_34_camera,S,train,camera,31,Sx_31_34,True,100
native,Sx_31_34_lighting,S,train,lighting,31,Sx_31_34,True,150
best,Sx_31_34_lighting,S,train,lighting,31,Sx_31_34,True,100
stage2_best,Sx_31_34_lighting,S,train,lighting,31,Sx_31_34,True,110
native,Sx_31_34_combined,S,train,combined,31,Sx_31_34,True,95
best,Sx_31_34_combined,S,train,combined,31,Sx_31_34,True,100
stage2_best,Sx_31_34_combined,S,train,combined,31,Sx_31_34,True,100
native,Sx_31_44_normal,S,train,normal,31,Sx_31_44,True,90
best,Sx_31_44_normal,S,train,normal,31,Sx_31_44,True,90
stage2_best,Sx_31_44_normal,S,train,normal,31,Sx_31_44,True,95
native,Sx_31_44_camera,S,train,camera,31,Sx_31_44,True,270
best,Sx_31_44_camera,S,train,camera,31,Sx_31_44,True,95
stage2_best,Sx_31_44_camera,S,train,camera,31,Sx_31_44,True,95
native,Sx_31_44_lighting,S,train,lighting,31,Sx_31_44,True,90
best,Sx_31_44_lighting,S,train,lighting,31,Sx_31_44,True,95
stage2_best,Sx_31_44_lighting,S,train,lighting,31,Sx_31_44,True,90
native,Sx_31_44_combined,S,train,combined,31,Sx_31_44,True,95
best,Sx_31_44_combined,S,train,combined,31,Sx_31_44,True,90
stage2_best,Sx_31_44_combined,S,train,combined,31,Sx_31_44,True,95
native,Sx_36_22_normal,S,train,normal,36,Sx_36_22,True,90
best,Sx_36_22_normal,S,train,normal,36,Sx_36_22,True,90
stage2_best,Sx_36_22_normal,S,train,normal,36,Sx_36_22,True,85
native,Sx_36_22_camera,S,train,camera,36,Sx_36_22,True,135
best,Sx_36_22_camera,S,train,camera,36,Sx_36_22,True,115
stage2_best,Sx_36_22_camera,S,train,camera,36,Sx_36_22,True,95
native,Sx_36_22_lighting,S,train,lighting,36,Sx_36_22,True,95
best,Sx_36_22_lighting,S,train,lighting,36,Sx_36_22,True,90
stage2_best,Sx_36_22_lighting,S,train,lighting,36,Sx_36_22,True,90
native,Sx_36_22_combined,S,train,combined,36,Sx_36_22,True,125
best,Sx_36_22_combined,S,train,combined,36,Sx_36_22,True,115
stage2_best,Sx_36_22_combined,S,train,combined,36,Sx_36_22,True,95
native,Sx_36_26_normal,S,train,normal,36,Sx_36_26,True,85
best,Sx_36_26_normal,S,train,normal,36,Sx_36_26,True,85
stage2_best,Sx_36_26_normal,S,train,normal,36,Sx_36_26,True,85
native,Sx_36_26_camera,S,train,camera,36,Sx_36_26,True,90
best,Sx_36_26_camera,S,train,camera,36,Sx_36_26,True,90
stage2_best,Sx_36_26_camera,S,train,camera,36,Sx_36_26,True,90
native,Sx_36_26_lighting,S,train,lighting,36,Sx_36_26,True,85
best,Sx_36_26_lighting,S,train,lighting,36,Sx_36_26,True,85
stage2_best,Sx_36_26_lighting,S,train,lighting,36,Sx_36_26,True,85
native,Sx_36_26_combined,S,train,combined,36,Sx_36_26,True,90
best,Sx_36_26_combined,S,train,combined,36,Sx_36_26,True,90
stage2_best,Sx_36_26_combined,S,train,combined,36,Sx_36_26,True,90
native,Sx_36_34_normal,S,train,normal,36,Sx_36_34,True,80
best,Sx_36_34_normal,S,train,normal,36,Sx_36_34,True,80
stage2_best,Sx_36_34_normal,S,train,normal,36,Sx_36_34,True,80
native,Sx_36_34_camera,S,train,camera,36,Sx_36_34,True,90
best,Sx_36_34_camera,S,train,camera,36,Sx_36_34,True,90
stage2_best,Sx_36_34_camera,S,train,camera,36,Sx_36_34,True,90
native,Sx_36_34_lighting,S,train,lighting,36,Sx_36_34,True,80
best,Sx_36_34_lighting,S,train,lighting,36,Sx_36_34,True,80
stage2_best,Sx_36_34_lighting,S,train,lighting,36,Sx_36_34,True,85
native,Sx_36_34_combined,S,train,combined,36,Sx_36_34,True,90
best,Sx_36_34_combined,S,train,combined,36,Sx_36_34,True,90
stage2_best,Sx_36_34_combined,S,train,combined,36,Sx_36_34,True,90
native,Sx_36_44_normal,S,train,normal,36,Sx_36_44,True,85
best,Sx_36_44_normal,S,train,normal,36,Sx_36_44,True,85
stage2_best,Sx_36_44_normal,S,train,normal,36,Sx_36_44,True,85
native,Sx_36_44_camera,S,train,camera,36,Sx_36_44,True,100
best,Sx_36_44_camera,S,train,camera,36,Sx_36_44,True,90
stage2_best,Sx_36_44_camera,S,train,camera,36,Sx_36_44,True,90
native,Sx_36_44_lighting,S,train,lighting,36,Sx_36_44,True,85
best,Sx_36_44_lighting,S,train,lighting,36,Sx_36_44,True,85
stage2_best,Sx_36_44_lighting,S,train,lighting,36,Sx_36_44,True,85
native,Sx_36_44_combined,S,train,combined,36,Sx_36_44,True,110
best,Sx_36_44_combined,S,train,combined,36,Sx_36_44,True,90
stage2_best,Sx_36_44_combined,S,train,combined,36,Sx_36_44,True,90
native,Sx_02_22_normal,S,test,normal,2,Sx_02_22,True,340
best,Sx_02_22_normal,S,test,normal,2,Sx_02_22,False,500
stage2_best,Sx_02_22_normal,S,test,normal,2,Sx_02_22,True,275
native,Sx_02_22_camera,S,test,camera,2,Sx_02_22,False,500
best,Sx_02_22_camera,S,test,camera,2,Sx_02_22,False,500
stage2_best,Sx_02_22_camera,S,test,camera,2,Sx_02_22,False,500
native,Sx_02_22_lighting,S,test,lighting,2,Sx_02_22,True,295
best,Sx_02_22_lighting,S,test,lighting,2,Sx_02_22,False,500
stage2_best,Sx_02_22_lighting,S,test,lighting,2,Sx_02_22,True,255
native,Sx_02_22_combined,S,test,combined,2,Sx_02_22,False,500
best,Sx_02_22_combined,S,test,combined,2,Sx_02_22,False,500
stage2_best,Sx_02_22_combined,S,test,combined,2,Sx_02_22,False,500
native,Sx_02_26_normal,S,test,normal,2,Sx_02_26,True,260
best,Sx_02_26_normal,S,test,normal,2,Sx_02_26,True,315
stage2_best,Sx_02_26_normal,S,test,normal,2,Sx_02_26,False,500
native,Sx_02_26_camera,S,test,camera,2,Sx_02_26,True,475
best,Sx_02_26_camera,S,test,camera,2,Sx_02_26,False,500
stage2_best,Sx_02_26_camera,S,test,camera,2,Sx_02_26,True,270
native,Sx_02_26_lighting,S,test,lighting,2,Sx_02_26,True,250
best,Sx_02_26_lighting,S,test,lighting,2,Sx_02_26,False,500
stage2_best,Sx_02_26_lighting,S,test,lighting,2,Sx_02_26,False,500
native,Sx_02_26_combined,S,test,combined,2,Sx_02_26,True,260
best,Sx_02_26_combined,S,test,combined,2,Sx_02_26,False,500
stage2_best,Sx_02_26_combined,S,test,combined,2,Sx_02_26,True,255
native,Sx_02_34_normal,S,test,normal,2,Sx_02_34,True,250
best,Sx_02_34_normal,S,test,normal,2,Sx_02_34,True,280
stage2_best,Sx_02_34_normal,S,test,normal,2,Sx_02_34,True,420
native,Sx_02_34_camera,S,test,camera,2,Sx_02_34,False,500
best,Sx_02_34_camera,S,test,camera,2,Sx_02_34,False,500
stage2_best,Sx_02_34_camera,S,test,camera,2,Sx_02_34,True,440
native,Sx_02_34_lighting,S,test,lighting,2,Sx_02_34,True,240
best,Sx_02_34_lighting,S,test,lighting,2,Sx_02_34,True,285
stage2_best,Sx_02_34_lighting,S,test,lighting,2,Sx_02_34,True,275
native,Sx_02_34_combined,S,test,combined,2,Sx_02_34,False,500
best,Sx_02_34_combined,S,test,combined,2,Sx_02_34,False,500
stage2_best,Sx_02_34_combined,S,test,combined,2,Sx_02_34,False,500
native,Sx_02_44_normal,S,test,normal,2,Sx_02_44,False,500
best,Sx_02_44_normal,S,test,normal,2,Sx_02_44,True,270
stage2_best,Sx_02_44_normal,S,test,normal,2,Sx_02_44,True,280
native,Sx_02_44_camera,S,test,camera,2,Sx_02_44,True,425
best,Sx_02_44_camera,S,test,camera,2,Sx_02_44,False,500
stage2_best,Sx_02_44_camera,S,test,camera,2,Sx_02_44,False,500
native,Sx_02_44_lighting,S,test,lighting,2,Sx_02_44,False,500
best,Sx_02_44_lighting,S,test,lighting,2,Sx_02_44,True,340
stage2_best,Sx_02_44_lighting,S,test,lighting,2,Sx_02_44,True,275
native,Sx_02_44_combined,S,test,combined,2,Sx_02_44,True,255
best,Sx_02_44_combined,S,test,combined,2,Sx_02_44,False,500
stage2_best,Sx_02_44_combined,S,test,combined,2,Sx_02_44,True,290
native,Sx_07_22_normal,S,train,normal,7,Sx_07_22,True,235
best,Sx_07_22_normal,S,train,normal,7,Sx_07_22,True,255
stage2_best,Sx_07_22_normal,S,train,normal,7,Sx_07_22,True,245
native,Sx_07_22_camera,S,train,camera,7,Sx_07_22,False,500
best,Sx_07_22_camera,S,train,camera,7,Sx_07_22,False,500
stage2_best,Sx_07_22_camera,S,train,camera,7,Sx_07_22,False,500
native,Sx_07_22_lighting,S,train,lighting,7,Sx_07_22,True,225
best,Sx_07_22_lighting,S,train,lighting,7,Sx_07_22,True,255
stage2_best,Sx_07_22_lighting,S,train,lighting,7,Sx_07_22,True,250
native,Sx_07_22_combined,S,train,combined,7,Sx_07_22,False,500
best,Sx_07_22_combined,S,train,combined,7,Sx_07_22,False,500
stage2_best,Sx_07_22_combined,S,train,combined,7,Sx_07_22,False,500
native,Sx_07_26_normal,S,train,normal,7,Sx_07_26,True,230
best,Sx_07_26_normal,S,train,normal,7,Sx_07_26,True,230
stage2_best,Sx_07_26_normal,S,train,normal,7,Sx_07_26,True,235
native,Sx_07_26_camera,S,train,camera,7,Sx_07_26,False,500
best,Sx_07_26_camera,S,train,camera,7,Sx_07_26,True,340
stage2_best,Sx_07_26_camera,S,train,camera,7,Sx_07_26,False,500
native,Sx_07_26_lighting,S,train,lighting,7,Sx_07_26,True,235
best,Sx_07_26_lighting,S,train,lighting,7,Sx_07_26,True,220
stage2_best,Sx_07_26_lighting,S,train,lighting,7,Sx_07_26,True,230
native,Sx_07_26_combined,S,train,combined,7,Sx_07_26,False,500
best,Sx_07_26_combined,S,train,combined,7,Sx_07_26,True,310
stage2_best,Sx_07_26_combined,S,train,combined,7,Sx_07_26,True,320
native,Sx_07_34_normal,S,train,normal,7,Sx_07_34,True,220
best,Sx_07_34_normal,S,train,normal,7,Sx_07_34,True,215
stage2_best,Sx_07_34_normal,S,train,normal,7,Sx_07_34,True,215
native,Sx_07_34_camera,S,train,camera,7,Sx_07_34,True,220
best,Sx_07_34_camera,S,train,camera,7,Sx_07_34,True,225
